Employee_ID,Gender,Age,Department,Job_Level,Hire_Date,Termination_Date,Status,Location
E05284,O,49,Sales,4,2018-03-01,,Active,Tokyo
E05285,M,50,Marketing,2,2016-08-23,2024-07-16,Resigned,Tokyo
E05286,O,48,R&D,3,2019-06-12,2023-03-12,Resigned,Tokyo
E05287,O,51,Operations,2,2019-07-05,,Active,Berlin
E05288,F,59,Marketing,5,2024-01-06,,Active,Tokyo
E05289,O,27,Sales,3,2021-03-28,,Active,Sydney
E05290,O,37,Finance,6,2025-08-17,,Active,Toronto
E05291,O,44,R&D,5,2025-09-03,,Active,New York
E05292,O,46,Sales,5,2025-09-01,,Active,New York
E05293,M,53,R&D,4,2017-11-17,,Active,Berlin
E05294,O,60,IT,6,2020-10-10,,Active,Berlin
E05295,F,59,IT,2,2025-11-28,,Active,Tokyo
E05296,O,27,R&D,5,2020-11-03,,Active,Singapore
E05297,O,23,Sales,2,2024-01-25,,Active,Singapore
E05298,M,58,HR,3,2018-01-23,,Active,London
E05299,M,50,R&D,4,2024-06-14,,Active,Sydney
E05300,M,28,HR,3,2021-11-16,,Active,Toronto
E05301,F,23,R&D,2,2024-07-12,,Active,Berlin
E05302,O,47,R&D,2,2023-09-25,2025-12-16,Terminated,London
E05303,F,32,IT,6,2023-06-04,,Active,Tokyo
E05304,F,46,HR,2,2017-06-05,,Active,Sydney
E05305,M,30,HR,1,2025-12-01,,Active,Sydney
E05306,F,38,Finance,1,2016-07-10,,Active,Berlin
E05307,F,30,HR,2,2019-04-24,,Active,Toronto
E05308,F,59,Sales,4,2017-08-18,2023-07-16,Resigned,New York
E05309,F,57,R&D,2,2019-08-10,,Active,Toronto
E05310,M,50,R&D,3,2019-12-13,,Active,New York
E05311,F,51,Marketing,5,2023-10-19,,Active,Berlin
E05312,M,24,Finance,4,2022-02-14,,Active,Tokyo
E05313,O,30,HR,2,2019-01-20,,Active,Sydney
E05314,M,34,Marketing,1,2020-06-25,,Active,Singapore
E05315,F,41,R&D,3,2021-02-10,2024-03-03,Resigned,Singapore
E05316,O,51,IT,6,2018-03-25,,Active,Berlin
E05317,O,42,Sales,2,2023-06-18,,Active,Toronto
E05318,M,30,Marketing,1,2022-01-16,,Active,Tokyo
E05319,O,60,Operations,2,2015-10-19,,Active,Berlin
E05320,F,22,Marketing,3,2023-02-13,2024-03-27,Resigned,Sydney
E05321,O,38,R&D,4,2016-09-21,,Active,New York
E05322,O,58,HR,2,2018-11-19,,Active,New York
E05323,F,50,R&D,5,2017-06-17,,Active,Berlin
E05324,F,48,HR,2,2015-01-25,,Active,Tokyo
E05325,O,29,Operations,6,2023-03-18,,Active,New York
E05326,O,43,Finance,1,2018-02-04,,Active,New York
E05327,O,32,R&D,6,2025-01-11,,Active,Tokyo
E05328,M,56,Marketing,1,2016-12-03,,Active,New York
E05329,M,51,Sales,5,2021-02-08,,Active,Toronto
E05330,F,26,HR,3,2024-02-27,,Active,New York
E05331,O,30,Finance,6,2024-12-26,,Active,Tokyo
E05332,O,43,Operations,2,2023-06-30,,Active,Tokyo
E05333,M,57,R&D,2,2024-02-13,,Active,Tokyo
E05334,O,27,HR,5,2015-12-20,,Active,Berlin
E05335,F,44,Sales,5,2022-03-30,,Active,Sydney
E05336,F,55,Marketing,2,2024-09-08,2025-05-31,Resigned,Toronto
E05337,F,35,Operations,3,2015-01-03,,Active,Tokyo
E05338,F,25,R&D,5,2025-03-13,,Active,Sydney
E05339,F,32,Marketing,3,2025-08-17,2025-02-14,Terminated,Sydney
E05340,F,56,HR,3,2016-05-13,,Active,Singapore
E05341,O,43,Finance,3,2023-09-22,,Active,Sydney
E05342,F,58,IT,1,2017-03-11,,Active,Singapore
E05343,F,53,R&D,1,2025-09-21,2025-05-02,Resigned,Sydney
E05344,F,27,Marketing,1,2024-05-20,,Active,Singapore
E05345,F,30,HR,2,2020-11-08,,Active,Toronto
E05346,M,39,R&D,5,2021-09-18,,Active,Toronto
E05347,F,29,R&D,5,2017-05-18,,Active,Toronto
E05348,O,40,Finance,5,2022-04-20,,Active,Berlin
E05349,M,47,Operations,1,2025-01-31,,Active,Toronto
E05350,F,52,IT,3,2022-03-29,,Active,Sydney
E05351,F,37,HR,4,2015-12-20,,Active,Tokyo
E05352,F,60,Finance,5,2015-09-30,,Active,Toronto
E05353,O,37,R&D,4,2019-01-15,,Active,Singapore
E05354,M,24,Sales,2,2025-08-23,2025-01-14,Resigned,Berlin
E05355,F,35,HR,2,2021-04-13,,Active,Tokyo
E05356,F,44,HR,3,2020-11-15,2025-06-28,Terminated,Tokyo
E05357,O,49,HR,6,2021-11-11,,Active,New York
E05358,M,54,R&D,3,2022-08-26,2023-12-03,Resigned,Tokyo
E05359,F,38,HR,6,2020-03-02,,Active,Tokyo
E05360,O,59,Operations,2,2019-08-14,,Active,Berlin
E05361,F,41,IT,1,2020-11-05,2024-03-24,Resigned,Berlin
E05362,F,28,Operations,6,2016-10-11,,Active,Berlin
E05363,M,45,Operations,4,2025-04-24,,Active,Toronto
E05364,M,34,Operations,1,2018-06-26,,Active,Sydney
E05365,O,51,R&D,4,2016-03-31,2017-01-15,Resigned,Sydney
E05366,F,25,Sales,4,2019-11-22,,Active,London
E05367,O,38,Finance,1,2018-02-26,,Active,Tokyo
E05368,F,41,Operations,6,2022-03-05,,Active,London
E05369,M,27,R&D,4,2021-11-28,,Active,Sydney
E05370,F,42,Marketing,6,2023-11-12,,Active,Berlin
E05371,M,42,Sales,4,2017-04-14,,Active,Sydney
E05372,F,30,Finance,1,2021-03-31,2024-07-17,Terminated,Toronto
E05373,O,43,Sales,3,2024-12-22,,Active,Sydney
E05374,F,32,HR,1,2021-05-27,,Active,Sydney
E05375,O,28,Finance,2,2023-04-03,,Active,Tokyo
E05376,F,37,IT,6,2019-12-07,,Active,London
E05377,F,33,R&D,1,2019-02-06,,Active,Sydney
E05378,F,51,Finance,6,2019-01-23,,Active,Singapore
E05379,O,34,Finance,4,2017-07-23,,Active,Sydney
E05380,M,24,Marketing,6,2017-12-09,,Active,Berlin
E05381,M,46,Sales,4,2018-06-09,,Active,Toronto
E05382,F,33,R&D,1,2025-06-30,,Active,Tokyo
E05383,O,26,HR,3,2021-05-01,,Active,Tokyo
E05384,M,31,Sales,3,2016-09-07,,Active,London
E05385,F,52,Sales,1,2017-01-12,,Active,Singapore
E05386,M,41,HR,6,2023-11-24,,Active,Toronto
E05387,O,52,Finance,3,2017-07-26,,Active,Berlin
E05388,O,24,HR,2,2021-08-29,,Active,Singapore
E05389,M,55,HR,6,2024-01-25,2025-01-31,Resigned,Berlin
E05390,O,48,Marketing,3,2023-10-29,,Active,New York
E05391,F,54,HR,2,2020-10-17,,Active,Tokyo
E05392,O,58,HR,5,2022-05-24,,Active,London
E05393,M,45,Sales,6,2022-11-27,,Active,Berlin
E05394,M,30,Marketing,6,2021-08-17,,Active,Sydney
E05395,F,23,HR,3,2016-04-29,,Active,Tokyo
E05396,F,44,R&D,4,2020-01-29,,Active,Singapore
E05397,F,53,Operations,5,2017-10-12,2020-03-22,Terminated,Tokyo
E05398,M,37,IT,4,2016-04-06,,Active,New York
E05399,F,37,Sales,1,2021-07-30,,Active,Singapore
E05400,F,31,R&D,1,2023-05-15,,Active,London
E05401,M,29,Operations,6,2019-05-22,2021-10-20,Terminated,Tokyo
E05402,M,31,HR,5,2017-05-28,,Active,Toronto
E05403,O,25,Finance,6,2015-01-21,2019-12-15,Resigned,Singapore
E05404,M,32,Operations,6,2019-11-10,,Active,Toronto
E05405,F,36,Operations,6,2020-11-25,2022-12-08,Terminated,New York
E05406,F,55,Finance,3,2019-10-31,,Active,Sydney
E05407,M,51,Sales,5,2022-12-06,,Active,Sydney
E05408,M,34,HR,5,2015-09-15,,Active,New York
E05409,M,30,Finance,1,2022-09-05,,Active,Tokyo
E05410,F,48,Sales,2,2016-07-16,,Active,Toronto
E05411,O,60,Finance,3,2025-09-17,,Active,Berlin
E05412,M,33,Operations,6,2019-11-12,2024-11-17,Resigned,Toronto
E05413,M,33,Operations,2,2017-05-15,,Active,London
E05414,O,54,Sales,2,2020-02-02,2022-12-30,Resigned,New York
E05415,M,59,Marketing,1,2019-12-07,,Active,Toronto
E05416,F,43,IT,3,2017-09-04,2020-06-14,Terminated,London
E05417,O,58,IT,6,2018-05-01,,Active,Sydney
E05418,F,34,Marketing,6,2018-04-17,,Active,London
E05419,F,57,Finance,3,2018-12-05,2023-08-28,Terminated,Singapore
E05420,O,43,Sales,1,2018-06-21,,Active,Sydney
E05421,O,44,Marketing,5,2015-01-11,,Active,Berlin
E05422,M,34,Finance,6,2015-09-07,2016-09-05,Terminated,London
E05423,O,41,Sales,5,2021-11-23,,Active,Berlin
E05424,M,39,R&D,1,2023-08-22,2025-06-05,Terminated,Sydney
E05425,O,30,Sales,5,2025-05-07,,Active,Tokyo
E05426,F,45,Sales,6,2025-11-08,,Active,London
E05427,O,44,R&D,3,2021-11-30,2024-03-11,Resigned,New York
E05428,F,23,Marketing,5,2025-07-07,,Active,Toronto
E05429,O,24,Marketing,4,2018-07-06,2025-10-20,Terminated,Berlin
E05430,M,49,R&D,1,2020-07-07,,Active,London
E05431,O,41,IT,2,2015-09-07,,Active,Berlin
E05432,F,39,Finance,6,2018-01-16,,Active,Singapore
E05433,O,37,Sales,5,2025-05-24,,Active,Tokyo
E05434,O,32,IT,2,2020-03-27,2024-07-04,Terminated,Toronto
E05435,F,49,Operations,1,2022-01-10,,Active,Tokyo
E05436,M,36,Operations,6,2015-09-17,,Active,Tokyo
E05437,M,26,R&D,6,2015-11-21,2020-07-31,Terminated,New York
E05438,F,30,Operations,3,2016-07-27,2025-04-19,Terminated,Toronto
E05439,F,25,HR,1,2025-01-23,,Active,Sydney
E05440,O,40,Finance,1,2024-09-25,2025-05-11,Terminated,Toronto
E05441,O,38,Marketing,1,2016-06-01,2017-12-07,Terminated,Berlin
E05442,M,45,IT,3,2015-02-23,2021-06-29,Terminated,Singapore
E05443,F,50,Marketing,4,2020-03-02,,Active,New York
E05444,O,43,Finance,1,2021-05-06,2024-07-23,Resigned,Berlin
E05445,F,26,IT,2,2020-08-27,,Active,Toronto
E05446,M,27,HR,1,2021-10-04,2025-12-28,Resigned,New York
E05447,O,24,Finance,1,2021-03-28,2025-12-10,Terminated,Berlin
E05448,M,29,HR,2,2015-01-18,,Active,Berlin
E05449,M,42,IT,2,2015-05-13,,Active,Tokyo
E05450,F,49,IT,5,2015-08-07,,Active,Sydney
E05451,M,24,Sales,4,2016-03-22,,Active,London
E05452,O,39,IT,6,2015-08-21,2025-08-12,Resigned,Singapore
E05453,O,33,Finance,6,2023-09-09,,Active,Toronto
E05454,O,31,Operations,3,2020-04-04,,Active,Singapore
E05455,M,38,Finance,4,2025-09-15,2025-06-14,Resigned,Tokyo
E05456,F,57,Sales,3,2016-09-19,,Active,Tokyo
E05457,M,30,Operations,6,2022-09-16,2024-11-05,Resigned,Toronto
E05458,F,36,Marketing,5,2025-08-29,,Active,Sydney
E05459,M,30,Marketing,5,2019-03-04,,Active,New York
E05460,M,34,R&D,2,2016-11-10,,Active,Toronto
E05461,O,49,Finance,2,2021-09-29,2025-08-06,Resigned,Toronto
E05462,M,29,Operations,3,2025-03-04,2025-08-22,Terminated,Singapore
E05463,O,27,Marketing,1,2015-05-11,,Active,Singapore
E05464,O,52,Operations,6,2021-05-06,,Active,London
E05465,O,35,Marketing,2,2024-11-16,,Active,London
E05466,F,53,R&D,6,2021-06-29,2024-02-12,Terminated,Tokyo
E05467,O,60,IT,1,2015-06-05,,Active,Berlin
E05468,F,59,IT,6,2023-03-06,,Active,Toronto
E05469,F,59,HR,1,2024-01-28,,Active,Singapore
E05470,M,25,Marketing,4,2020-07-20,2022-01-10,Resigned,New York
E05471,O,54,IT,6,2016-03-19,,Active,Singapore
E05472,F,22,Marketing,3,2018-11-14,2019-08-27,Terminated,Sydney
E05473,O,49,IT,4,2022-09-22,,Active,New York
E05474,M,34,Sales,3,2016-12-17,,Active,Tokyo
E05475,M,56,Operations,1,2018-11-06,,Active,Berlin
E05476,O,53,IT,4,2019-11-28,,Active,London
E05477,F,42,HR,2,2016-10-07,,Active,Singapore
E05478,F,53,Finance,2,2015-12-09,,Active,Sydney
E05479,O,23,IT,6,2018-07-18,,Active,Singapore
E05480,M,22,Finance,2,2023-04-25,2024-09-25,Terminated,Toronto
E05481,O,58,R&D,1,2022-11-01,,Active,Sydney
E05482,M,58,Marketing,1,2015-10-02,,Active,Tokyo
E05483,F,36,Operations,3,2024-08-14,,Active,New York
E05484,O,32,Finance,6,2022-04-04,,Active,London
E05485,M,24,IT,3,2017-09-19,,Active,Berlin
E05486,O,44,HR,4,2020-01-25,,Active,Singapore
E05487,F,47,Marketing,5,2019-11-29,,Active,Sydney
E05488,O,44,Operations,3,2018-12-19,,Active,Tokyo
E05489,M,57,Finance,3,2022-08-05,,Active,Sydney
E05490,M,50,R&D,2,2018-06-08,,Active,Toronto
E05491,F,51,Marketing,2,2024-08-04,,Active,Berlin
E05492,O,38,R&D,6,2017-12-25,,Active,London
E05493,F,53,Operations,6,2023-04-01,,Active,London
E05494,F,27,Marketing,6,2020-05-27,2022-03-26,Resigned,Toronto
E05495,O,60,IT,5,2021-02-26,2022-10-16,Terminated,Singapore
E05496,O,32,Marketing,6,2019-08-07,2022-07-21,Terminated,Sydney
E05497,O,38,Finance,3,2025-01-08,,Active,Sydney
E05498,M,57,R&D,5,2021-12-24,2023-02-07,Terminated,London
E05499,M,40,Operations,3,2024-11-23,,Active,New York
E05500,O,36,Marketing,3,2017-04-21,,Active,Singapore
E05501,O,23,Finance,4,2022-01-05,,Active,New York
E05502,O,55,Operations,4,2021-12-23,,Active,Toronto
E05503,O,36,R&D,6,2018-12-15,,Active,Singapore
E05504,M,60,Operations,2,2025-08-24,,Active,Sydney
E05505,O,57,Finance,4,2023-07-23,2025-05-14,Terminated,London
E05506,F,55,Sales,2,2017-02-06,2021-11-27,Terminated,Berlin
E05507,O,43,Marketing,4,2020-11-29,2023-02-11,Resigned,Tokyo
E05508,O,47,IT,2,2022-10-13,2024-02-01,Resigned,Toronto
E05509,F,27,HR,3,2021-11-25,,Active,New York
E05510,F,39,R&D,6,2023-02-15,,Active,New York
E05511,F,26,HR,3,2022-02-06,,Active,Sydney
E05512,F,26,Finance,4,2019-11-21,,Active,New York
E05513,F,60,R&D,1,2021-08-09,,Active,Berlin
E05514,M,54,HR,6,2018-08-23,,Active,Tokyo
E05515,F,57,Operations,6,2022-05-17,,Active,London
E05516,M,52,Finance,3,2016-06-20,,Active,London
E05517,F,56,R&D,2,2025-11-19,,Active,New York
E05518,F,46,Finance,2,2022-02-20,,Active,Sydney
E05519,F,22,HR,3,2018-11-15,,Active,Toronto
E05520,M,44,Operations,3,2020-09-12,2023-03-05,Resigned,Tokyo
E05521,F,38,Marketing,3,2019-08-08,,Active,New York
E05522,O,22,R&D,5,2016-11-11,,Active,London
E05523,M,39,Sales,1,2018-07-26,,Active,Tokyo
E05524,F,55,IT,3,2018-08-07,,Active,Singapore
E05525,M,51,Sales,5,2018-10-12,,Active,Sydney
E05526,F,38,IT,5,2023-03-06,,Active,London
E05527,O,57,Marketing,6,2025-03-17,,Active,Toronto
E05528,M,33,Sales,6,2022-11-04,2024-01-28,Terminated,Berlin
E05529,F,52,Operations,2,2023-10-18,2025-01-30,Resigned,Tokyo
E05530,O,52,Marketing,4,2016-07-02,2025-07-02,Terminated,London
E05531,M,26,R&D,2,2024-08-05,,Active,Toronto
E05532,F,29,Sales,6,2021-09-18,2025-07-04,Terminated,Singapore
E05533,O,33,IT,2,2019-09-08,,Active,Sydney
E05534,F,49,Marketing,5,2022-01-16,2025-01-01,Terminated,Toronto
E05535,M,58,R&D,5,2020-08-01,,Active,Berlin
E05536,O,34,HR,2,2020-05-13,,Active,Toronto
E05537,M,40,Sales,2,2016-02-22,2024-12-21,Resigned,Sydney
E05538,M,26,HR,1,2020-01-20,,Active,Tokyo
E05539,M,43,Operations,5,2016-02-03,,Active,New York
E05540,M,49,Marketing,4,2025-05-20,,Active,Tokyo
E05541,F,37,Sales,3,2023-12-17,2025-05-19,Terminated,Berlin
E05542,M,37,Sales,3,2018-09-12,,Active,London
E05543,M,47,Finance,3,2022-04-15,,Active,Berlin
E05544,O,44,Operations,5,2024-06-24,,Active,Toronto
E05545,M,22,IT,4,2020-06-27,,Active,Toronto
E05546,M,39,Finance,1,2018-01-05,,Active,New York
E05547,F,54,Sales,5,2023-04-07,,Active,Tokyo
E05548,F,41,Finance,6,2025-03-21,,Active,Tokyo
E05549,M,30,R&D,2,2021-05-16,,Active,Tokyo
E05550,F,39,Sales,1,2017-02-03,,Active,Toronto
E05551,O,26,Operations,2,2016-04-12,,Active,Singapore
E05552,F,43,Finance,6,2015-11-27,,Active,Toronto
E05553,M,35,Operations,6,2023-06-06,,Active,Sydney
E05554,M,59,Finance,2,2024-05-22,,Active,Sydney
E05555,F,45,IT,6,2024-09-01,,Active,Singapore
E05556,M,46,Marketing,1,2023-09-11,2024-12-13,Resigned,Sydney
E05557,F,48,R&D,3,2023-12-10,2024-11-28,Resigned,Toronto
E05558,F,38,IT,4,2018-05-29,2024-01-03,Resigned,Berlin
E05559,O,30,HR,6,2024-01-29,2025-02-27,Resigned,Sydney
E05560,O,46,Sales,2,2019-04-14,2025-04-10,Terminated,New York
E05561,F,35,Operations,5,2021-08-08,2022-10-18,Resigned,Berlin
E05562,M,35,Sales,3,2021-10-30,2025-07-09,Terminated,New York
E05563,O,39,Sales,6,2024-11-05,,Active,London
E05564,O,45,Marketing,1,2018-06-18,,Active,New York
E05565,M,49,Sales,3,2017-10-01,,Active,Singapore
E05566,O,23,R&D,5,2019-10-26,,Active,Singapore
E05567,F,43,HR,6,2020-12-01,,Active,Sydney
E05568,O,40,Finance,6,2015-04-10,,Active,London
E05569,M,45,R&D,2,2018-03-26,,Active,Sydney
E05570,O,47,Sales,1,2021-08-23,,Active,Sydney
E05571,M,54,Operations,3,2021-12-22,,Active,Singapore
E05572,O,22,HR,5,2015-07-25,,Active,London
E05573,M,42,HR,5,2022-01-16,,Active,Singapore
E05574,M,50,Marketing,2,2022-10-12,2023-08-13,Resigned,New York
E05575,O,41,Marketing,6,2023-07-29,,Active,Sydney
E05576,O,34,Marketing,1,2019-08-15,,Active,Sydney
E05577,F,26,IT,1,2023-11-07,2025-03-30,Resigned,Berlin
E05578,M,41,HR,3,2025-07-01,2025-08-13,Resigned,Sydney
E05579,M,59,IT,6,2019-01-19,,Active,Singapore
E05580,M,31,R&D,4,2020-07-27,,Active,Sydney
E05581,F,58,IT,6,2023-09-29,,Active,London
E05582,O,31,Finance,3,2024-02-02,,Active,New York
E05583,M,54,IT,3,2018-11-17,2025-06-09,Resigned,Singapore
E05584,M,30,R&D,1,2016-07-16,,Active,Tokyo
E05585,M,25,R&D,6,2015-12-07,2018-10-16,Resigned,Singapore
E05586,F,43,Marketing,4,2020-03-15,,Active,Sydney
E05587,M,34,Finance,6,2021-01-26,,Active,Sydney
E05588,F,33,HR,2,2023-02-20,2025-05-02,Terminated,Tokyo
E05589,M,58,Operations,6,2025-09-13,2025-02-23,Terminated,Toronto
E05590,O,56,R&D,4,2018-05-05,,Active,New York
E05591,M,54,IT,6,2022-04-05,2024-03-23,Resigned,New York
E05592,M,58,HR,4,2023-09-30,,Active,Toronto
E05593,F,59,IT,3,2020-06-06,,Active,Sydney
E05594,F,30,Finance,3,2017-01-19,2021-09-11,Resigned,Toronto
E05595,F,32,Sales,4,2024-12-01,,Active,Sydney
E05596,O,33,IT,4,2021-10-12,,Active,Toronto
E05597,M,43,IT,6,2022-05-30,,Active,Berlin
E05598,F,30,HR,4,2020-12-24,2022-02-28,Resigned,Singapore
E05599,M,29,IT,1,2018-01-28,2022-01-28,Terminated,New York
E05600,F,52,Finance,6,2023-10-23,,Active,Tokyo
E05601,O,30,Operations,6,2022-01-05,,Active,London
E05602,M,51,R&D,5,2021-02-05,,Active,Berlin
E05603,O,59,Finance,4,2021-03-16,,Active,Berlin
E05604,M,49,HR,4,2019-08-10,,Active,New York
E05605,O,34,Marketing,4,2018-08-17,,Active,Toronto
E05606,F,40,IT,5,2022-06-17,,Active,New York
E05607,M,52,IT,2,2015-12-12,,Active,New York
E05608,O,30,R&D,2,2018-06-05,,Active,London
E05609,M,49,IT,1,2021-12-17,,Active,Tokyo
E05610,O,53,HR,5,2015-04-24,,Active,Tokyo
E05611,F,29,IT,1,2020-09-11,,Active,Singapore
E05612,O,29,IT,4,2020-06-15,,Active,London
E05613,M,35,Marketing,2,2021-07-09,,Active,Berlin
E05614,O,46,R&D,6,2024-03-24,,Active,Berlin
E05615,F,44,R&D,4,2015-11-14,,Active,Sydney
E05616,O,55,IT,4,2019-12-02,,Active,New York
E05617,M,54,R&D,3,2024-05-17,,Active,Tokyo
E05618,F,47,Operations,2,2021-05-25,,Active,Singapore
E05619,O,51,Sales,6,2016-08-17,2025-03-19,Resigned,Tokyo
E05620,M,50,R&D,6,2025-11-11,2025-03-12,Terminated,Tokyo
E05621,F,40,Marketing,6,2020-03-22,,Active,Sydney
E05622,O,55,R&D,1,2023-04-22,2025-04-05,Terminated,Toronto
E05623,M,44,Sales,3,2020-08-19,,Active,Berlin
E05624,O,25,Marketing,6,2022-03-27,,Active,Sydney
E05625,F,26,Finance,1,2022-05-12,2024-12-14,Resigned,New York
E05626,F,33,Operations,1,2024-03-24,,Active,London
E05627,O,45,Finance,1,2020-07-27,,Active,Berlin
E05628,F,56,Marketing,6,2020-07-02,,Active,Berlin
E05629,M,35,Sales,3,2022-04-19,,Active,Toronto
E05630,M,39,Finance,1,2016-03-07,2021-04-17,Terminated,London
E05631,F,25,HR,6,2025-08-31,2025-06-04,Terminated,London
E05632,M,36,Operations,4,2022-07-11,2023-01-26,Resigned,Tokyo
E05633,M,46,R&D,3,2024-06-17,2025-09-02,Resigned,Sydney
E05634,O,58,HR,4,2021-10-28,,Active,New York
E05635,O,44,HR,6,2017-07-30,2022-12-26,Terminated,Berlin
E05636,M,24,Sales,2,2023-04-23,,Active,Toronto
E05637,F,31,IT,4,2018-04-25,,Active,Singapore
E05638,O,29,Sales,3,2024-02-22,,Active,Tokyo
E05639,F,49,IT,5,2020-08-05,2023-12-24,Resigned,Berlin
E05640,M,40,Marketing,1,2018-01-25,2024-03-13,Resigned,Singapore
E05641,M,38,Finance,4,2024-10-12,,Active,Sydney
E05642,O,53,Finance,4,2019-08-05,2025-04-13,Terminated,Toronto
E05643,F,55,R&D,4,2022-09-30,,Active,Toronto
E05644,M,24,IT,2,2025-03-15,,Active,New York
E05645,O,31,Finance,2,2018-02-13,,Active,Berlin
E05646,F,47,Sales,1,2025-10-11,2025-02-27,Resigned,Sydney
E05647,O,38,Operations,5,2021-06-07,2022-10-05,Resigned,Tokyo
E05648,O,41,R&D,3,2017-05-30,,Active,Berlin
E05649,O,29,Marketing,2,2019-01-18,,Active,New York
E05650,F,26,Marketing,4,2015-06-02,2025-11-17,Terminated,Toronto
E05651,M,38,Operations,1,2018-05-30,,Active,Toronto
E05652,F,35,IT,1,2020-05-06,,Active,Berlin
E05653,M,39,Sales,4,2020-08-11,,Active,Berlin
E05654,O,27,Sales,1,2024-12-17,,Active,Berlin
E05655,O,47,Finance,2,2022-03-21,,Active,London
E05656,O,44,HR,2,2024-04-30,,Active,New York
E05657,M,30,Marketing,3,2017-02-24,2020-08-23,Terminated,Sydney
E05658,M,52,Operations,3,2021-05-19,2025-10-24,Terminated,Tokyo
E05659,O,55,HR,3,2023-11-04,,Active,Singapore
E05660,M,35,Marketing,5,2018-06-09,,Active,Sydney
E05661,M,52,R&D,2,2023-07-16,2024-07-13,Terminated,Singapore
E05662,F,55,Operations,4,2015-06-04,,Active,Tokyo
E05663,F,25,Marketing,2,2015-01-18,2018-10-30,Terminated,Berlin
E05664,O,39,Marketing,1,2022-05-09,,Active,Toronto
E05665,M,27,Finance,4,2019-10-12,2020-01-07,Resigned,London
E05666,M,36,Marketing,5,2024-07-16,2025-05-08,Terminated,Singapore
E05667,F,48,HR,4,2017-01-03,,Active,London
E05668,O,23,Finance,3,2025-01-01,,Active,London
E05669,O,48,Operations,6,2016-02-02,,Active,New York
E05670,O,25,Operations,6,2019-12-11,2021-07-28,Resigned,Sydney
E05671,M,43,HR,3,2017-08-21,2023-05-29,Terminated,Singapore
E05672,M,52,Sales,6,2017-06-19,2020-12-06,Resigned,London
E05673,M,47,HR,1,2024-06-29,,Active,New York
E05674,F,27,HR,1,2025-04-10,,Active,Berlin
E05675,O,59,Marketing,3,2020-05-27,,Active,London
E05676,F,22,Marketing,6,2020-01-07,,Active,Singapore
E05677,F,52,Marketing,3,2016-11-30,,Active,Toronto
E05678,M,51,Finance,1,2017-02-20,2019-03-28,Resigned,Toronto
E05679,F,48,HR,1,2018-01-29,,Active,Singapore
E05680,F,45,Marketing,4,2020-07-06,,Active,Toronto
E05681,F,50,Sales,5,2021-12-12,2023-02-24,Resigned,Tokyo
E05682,F,44,Operations,5,2025-01-11,2025-01-12,Terminated,Toronto
E05683,O,38,HR,6,2017-06-03,,Active,London
E05684,F,51,Finance,4,2022-06-09,,Active,New York
E05685,M,41,IT,2,2017-10-04,,Active,Singapore
E05686,O,58,IT,6,2015-10-28,,Active,Toronto
E05687,M,24,Marketing,1,2025-08-21,2025-05-22,Terminated,Berlin
E05688,F,35,IT,6,2018-08-19,2019-03-14,Resigned,Sydney
E05689,O,42,HR,2,2025-12-21,,Active,New York
E05690,M,60,R&D,1,2025-08-07,,Active,Tokyo
E05691,M,50,Sales,3,2025-03-26,2025-06-17,Terminated,Berlin
E05692,O,42,R&D,2,2019-05-04,2023-03-11,Resigned,Sydney
E05693,O,59,Finance,6,2019-01-06,,Active,Sydney
E05694,O,29,HR,4,2025-03-09,,Active,Berlin
E05695,O,49,R&D,1,2017-02-04,,Active,Sydney
E05696,F,48,HR,6,2020-09-12,2022-09-21,Terminated,London
E05697,F,27,R&D,4,2021-12-14,2022-01-15,Terminated,Berlin
E05698,F,37,R&D,4,2021-03-11,,Active,New York
E05699,F,45,IT,5,2018-04-24,,Active,Tokyo
E05700,O,41,Sales,5,2015-02-05,,Active,Singapore
E05701,O,25,Marketing,2,2019-11-23,2023-06-06,Resigned,Tokyo
E05702,O,46,Sales,6,2022-04-09,,Active,New York
E05703,F,38,R&D,4,2015-10-29,,Active,Berlin
E05704,F,43,Finance,4,2020-02-16,,Active,New York
E05705,F,36,IT,6,2023-07-11,,Active,Berlin
E05706,O,46,Sales,2,2022-11-27,,Active,Tokyo
E05707,O,40,R&D,5,2016-05-11,,Active,New York
E05708,F,25,Finance,6,2018-08-01,,Active,Tokyo
E05709,O,35,Finance,1,2017-02-28,,Active,London
E05710,M,34,Sales,3,2020-02-22,,Active,Singapore
E05711,F,37,Sales,4,2023-10-23,,Active,Tokyo
E05712,F,39,R&D,6,2018-04-22,,Active,Toronto
E05713,F,28,Finance,4,2016-01-01,,Active,Sydney
E05714,M,43,R&D,5,2020-06-02,,Active,Berlin
E05715,M,55,Marketing,5,2024-04-19,,Active,Toronto
E05716,F,60,Finance,1,2024-06-08,,Active,Singapore
E05717,F,29,R&D,3,2022-11-12,,Active,Toronto
E05718,M,29,HR,6,2019-09-13,2020-12-05,Terminated,Sydney
E05719,O,31,Marketing,4,2019-05-24,,Active,Tokyo
E05720,F,45,IT,1,2017-06-11,,Active,Berlin
E05721,M,49,HR,4,2021-08-08,,Active,Berlin
E05722,O,53,Marketing,5,2020-09-07,2021-01-04,Resigned,Sydney
E05723,O,53,Sales,1,2017-03-24,,Active,Berlin
E05724,M,39,HR,1,2016-09-09,,Active,Toronto
E05725,O,30,Finance,2,2015-11-14,,Active,Sydney
