Employee_ID,Performance_Rating,Last_Promotion_Year,Job_Level,Department
E04686,1,2024,2,Operations
E04687,5,2025,2,IT
E04688,1,2025,6,Finance
E04689,5,2017,3,Marketing
E04690,2,2024,5,Finance
E04691,5,2018,2,HR
E04692,2,2020,4,Marketing
E04693,2,2019,4,IT
E04694,3,2018,5,Operations
E04695,4,2019,4,Finance
E04696,5,2024,1,Operations
E04697,2,2023,5,Finance
E04698,1,2023,1,Marketing
E04699,4,2020,3,Finance
E04700,2,2017,1,R&D
E04701,1,2024,3,IT
E04702,3,2024,3,Finance
E04703,5,2018,5,Operations
E04704,2,2022,2,Finance
E04705,3,2024,5,IT
E04706,3,2022,1,Finance
E04707,5,2019,1,Marketing
E04708,3,2017,4,Finance
E04709,1,2017,5,Operations
E04710,2,2022,2,Marketing
E04711,4,2023,3,Operations
E04712,3,2019,1,IT
E04713,1,2023,4,Finance
E04714,1,2025,4,Sales
E04715,1,2021,1,IT
E04716,5,2022,1,R&D
E04717,3,2023,6,IT
E04718,3,2018,2,R&D
E04719,2,2025,2,Finance
E04720,1,2019,4,IT
E04721,1,2021,3,Finance
E04722,5,2024,1,HR
E04723,5,2025,3,Marketing
E04724,1,2018,6,IT
E04725,5,2021,3,Finance
E04726,4,2018,2,Marketing
E04727,5,2022,5,HR
E04728,1,2020,5,R&D
E04729,1,2024,1,IT
E04730,2,2025,6,IT
E04731,4,2023,6,R&D
E04732,2,2023,1,HR
E04733,2,2021,5,Sales
E04734,4,2022,1,R&D
E04735,4,2021,2,Marketing
E04736,1,2020,1,IT
E04737,4,2022,1,Sales
E04738,2,2020,4,Sales
E04739,3,2018,3,Sales
E04740,3,2023,6,Finance
E04741,1,2024,6,IT
E04742,1,2018,6,Operations
E04743,3,2021,3,Finance
E04744,3,2024,2,Sales
E04745,5,2022,4,Sales
E04746,4,2017,1,Sales
E04747,4,2021,3,IT
E04748,3,2017,2,Operations
E04749,4,2019,2,Marketing
E04750,2,2021,4,Operations
E04751,1,2023,1,R&D
E04752,1,2023,6,Marketing
E04753,4,2022,1,IT
E04754,2,2022,2,Operations
E04755,3,2023,3,Marketing
E04756,4,2024,4,Finance
E04757,3,2019,6,Finance
E04758,1,2024,2,HR
E04759,1,2021,1,Marketing
E04760,1,2022,6,IT
E04761,5,2020,6,Sales
E04762,3,2024,2,R&D
E04763,1,2019,6,Operations
E04764,1,2020,3,IT
E04765,1,2019,4,IT
E04766,2,2020,5,Operations
E04767,4,2017,2,Operations
E04768,5,2024,1,Finance
E04769,1,2023,2,Marketing
E04770,1,2022,6,Finance
E04771,5,2025,4,Finance
E04772,4,2020,2,Operations
E04773,5,2021,2,IT
E04774,1,2022,3,HR
E04775,3,2025,5,HR
E04776,2,2020,5,IT
E04777,5,2025,2,IT
E04778,3,2023,6,Operations
E04779,1,2023,2,HR
E04780,2,2018,1,R&D
E04781,5,2022,6,Sales
E04782,3,2017,5,Finance
E04783,2,2024,1,Marketing
E04784,5,2019,1,R&D
E04785,1,2023,5,HR
E04786,3,2024,3,Marketing
E04787,2,2017,3,HR
E04788,1,2022,4,Finance
E04789,3,2017,5,Sales
E04790,4,2022,4,Operations
E04791,2,2017,5,R&D
E04792,3,2023,3,IT
E04793,4,2022,2,IT
E04794,3,2017,2,Operations
E04795,5,2018,1,R&D
E04796,1,2021,3,Marketing
E04797,4,2023,4,HR
E04798,3,2025,5,HR
E04799,1,2018,3,Finance
E04800,1,2025,4,IT
E04801,3,2017,4,R&D
E04802,3,2017,5,IT
E04803,3,2024,3,Sales
E04804,2,2020,2,R&D
E04805,4,2018,4,Marketing
E04806,3,2025,3,HR
E04807,2,2025,3,HR
E04808,4,2019,2,Sales
E04809,3,2021,3,R&D
E04810,3,2025,1,HR
E04811,5,2025,5,Finance
E04812,4,2023,4,IT
E04813,3,2019,4,Marketing
E04814,5,2024,5,Operations
E04815,4,2017,4,Marketing
E04816,3,2019,2,IT
E04817,5,2024,5,R&D
E04818,1,2022,4,Sales
E04819,4,2024,6,Sales
E04820,1,2021,3,HR
E04821,1,2018,4,Sales
E04822,5,2025,5,HR
E04823,2,2024,2,Sales
E04824,4,2023,3,R&D
E04825,5,2022,3,Finance
E04826,4,2023,2,R&D
E04827,5,2021,5,R&D
E04828,4,2025,4,R&D
E04829,3,2025,4,Finance
E04830,1,2023,3,Sales
E04831,4,2021,4,Marketing
E04832,3,2017,4,Operations
E04833,3,2023,2,HR
E04834,1,2025,5,IT
E04835,3,2020,6,Finance
E04836,1,2025,6,Operations
E04837,5,2018,6,R&D
E04838,1,2020,5,R&D
E04839,3,2023,5,Operations
E04840,2,2017,1,HR
E04841,2,2020,6,Marketing
E04842,3,2019,5,Sales
E04843,1,2020,2,HR
E04844,1,2024,4,Finance
E04845,2,2019,4,Sales
E04846,5,2020,2,Operations
E04847,2,2025,6,Marketing
E04848,4,2024,5,Sales
E04849,5,2018,3,Marketing
E04850,5,2023,4,IT
E04851,1,2025,3,Sales
E04852,1,2024,1,IT
E04853,2,2024,5,IT
E04854,4,2020,4,Marketing
E04855,1,2018,5,IT
E04856,1,2020,4,HR
E04857,3,2020,6,R&D
E04858,2,2024,1,HR
E04859,1,2018,4,Sales
E04860,2,2019,2,Finance
E04861,3,2023,1,IT
E04862,3,2024,3,Finance
E04863,3,2017,6,Sales
E04864,5,2023,1,R&D
E04865,4,2024,5,Marketing
E04866,3,2023,3,Marketing
E04867,1,2023,1,Marketing
E04868,4,2022,6,R&D
E04869,5,2025,2,R&D
E04870,3,2022,5,IT
E04871,3,2017,4,Operations
E04872,5,2021,1,R&D
E04873,3,2017,6,Marketing
E04874,4,2019,2,Sales
E04875,5,2025,4,HR
E04876,1,2024,1,Finance
E04877,5,2024,1,Marketing
E04878,1,2017,6,Finance
E04879,1,2018,4,IT
E04880,5,2021,6,Sales
E04881,4,2017,3,HR
E04882,2,2025,6,Marketing
E04883,1,2022,1,Operations
E04884,3,2017,3,Finance
E04885,3,2021,2,Operations
E04886,3,2023,5,Sales
E04887,5,2017,4,Operations
E04888,2,2017,6,Marketing
E04889,5,2022,1,Finance
E04890,4,2019,4,IT
E04891,1,2019,5,Sales
E04892,1,2019,5,Sales
E04893,1,2023,3,Sales
E04894,5,2024,5,Operations
E04895,1,2023,3,Finance
E04896,5,2020,5,Operations
E04897,4,2017,1,HR
E04898,5,2020,6,R&D
E04899,5,2017,1,Operations
E04900,2,2024,2,Operations
E04901,2,2017,4,IT
E04902,3,2024,1,R&D
E04903,2,2024,5,Marketing
E04904,1,2024,5,Marketing
E04905,5,2022,2,HR
E04906,3,2024,1,Sales
E04907,3,2017,5,Sales
E04908,1,2025,5,Finance
E04909,3,2017,3,R&D
E04910,2,2020,3,HR
E04911,5,2021,5,Marketing
E04912,2,2022,5,Operations
E04913,4,2017,4,Operations
E04914,2,2022,1,Finance
E04915,2,2023,4,Operations
E04916,3,2021,6,Marketing
E04917,5,2022,1,Operations
E04918,5,2024,2,Marketing
E04919,2,2020,1,Finance
E04920,1,2019,2,R&D
E04921,3,2020,6,Operations
E04922,4,2017,5,Marketing
E04923,4,2020,6,HR
E04924,5,2025,2,IT
E04925,3,2024,1,Finance
E04926,4,2019,4,R&D
E04927,5,2019,6,Operations
E04928,1,2023,4,R&D
E04929,3,2019,1,R&D
E04930,1,2023,3,Operations
E04931,1,2024,5,R&D
E04932,5,2017,1,IT
E04933,1,2021,3,R&D
E04934,4,2019,4,Finance
E04935,1,2023,2,Finance
E04936,5,2024,3,R&D
E04937,5,2019,5,R&D
E04938,5,2025,4,Sales
E04939,1,2020,3,HR
E04940,3,2023,3,R&D
E04941,5,2019,5,Marketing
E04942,4,2023,1,R&D
E04943,4,2021,3,IT
E04944,2,2018,4,HR
E04945,2,2022,5,R&D
E04946,4,2023,2,Sales
E04947,2,2019,5,Operations
E04948,3,2018,1,Operations
E04949,5,2025,6,Finance
E04950,5,2023,2,Operations
E04951,4,2019,3,HR
E04952,4,2021,1,Marketing
E04953,3,2019,2,Operations
E04954,1,2017,6,Marketing
E04955,1,2023,4,Sales
E04956,4,2022,1,Operations
E04957,4,2019,3,HR
E04958,3,2019,6,HR
E04959,4,2020,5,R&D
E04960,3,2023,2,Sales
E04961,4,2018,4,IT
E04962,3,2017,6,IT
E04963,3,2020,2,HR
E04964,1,2022,6,R&D
E04965,2,2025,6,Marketing
E04966,3,2022,2,Operations
E04967,3,2019,3,Operations
E04968,1,2023,2,Sales
E04969,2,2024,6,Finance
E04970,5,2021,6,HR
E04971,1,2021,4,Marketing
E04972,4,2019,6,Finance
E04973,4,2024,3,R&D
E04974,2,2025,5,IT
E04975,1,2019,1,Operations
E04976,1,2019,5,Marketing
E04977,5,2018,1,Operations
E04978,4,2022,2,R&D
E04979,3,2017,2,Finance
E04980,5,2022,1,IT
E04981,3,2022,3,HR
E04982,1,2018,6,Marketing
E04983,5,2018,6,Marketing
E04984,4,2024,4,HR
E04985,1,2023,1,IT
E04986,2,2023,2,R&D
E04987,4,2025,4,Finance
E04988,2,2023,4,Operations
E04989,3,2018,1,Operations
E04990,5,2019,5,R&D
E04991,3,2022,2,Marketing
E04992,3,2020,5,HR
E04993,3,2024,4,IT
E04994,1,2019,4,IT
E04995,3,2022,1,Sales
E04996,2,2022,4,Sales
E04997,3,2020,6,R&D
E04998,2,2024,2,Operations
E04999,5,2024,4,Sales
E05000,2,2025,6,IT
E05001,2,2018,1,Sales
E05002,1,2023,6,HR
E05003,2,2025,6,R&D
E05004,1,2022,2,Operations
E05005,3,2018,4,R&D
E05006,1,2025,6,HR
E05007,4,2023,4,Finance
E05008,1,2018,4,Marketing
E05009,1,2019,2,R&D
E05010,4,2023,4,HR
E05011,4,2021,6,Marketing
E05012,2,2020,4,HR
E05013,4,2018,3,Operations
E05014,3,2019,4,Finance
E05015,4,2019,6,IT
E05016,1,2024,6,IT
E05017,1,2022,1,Marketing
E05018,4,2024,1,HR
E05019,4,2024,1,R&D
E05020,5,2023,6,Operations
E05021,4,2025,5,Finance
E05022,5,2019,4,R&D
E05023,5,2023,5,Marketing
E05024,1,2024,2,HR
E05025,4,2024,3,HR
E05026,5,2018,1,R&D
E05027,4,2021,5,Operations
E05028,5,2021,1,Sales
E05029,4,2020,2,Sales
E05030,1,2022,2,IT
E05031,1,2017,6,R&D
E05032,3,2017,3,Operations
E05033,2,2021,1,Sales
E05034,2,2023,1,Operations
E05035,1,2023,5,IT
E05036,4,2023,3,Sales
E05037,1,2023,4,Marketing
E05038,3,2017,3,Operations
E05039,2,2021,4,R&D
E05040,1,2024,2,Finance
E05041,5,2021,4,Operations
E05042,3,2025,1,HR
E05043,2,2020,5,HR
E05044,4,2017,2,Sales
E05045,2,2022,6,Operations
E05046,1,2020,3,Finance
E05047,4,2023,1,IT
E05048,3,2020,6,Sales
E05049,2,2018,1,Marketing
E05050,2,2019,3,Finance
E05051,4,2023,2,HR
E05052,3,2017,1,Finance
E05053,1,2021,6,R&D
E05054,5,2023,1,Operations
E05055,4,2017,5,R&D
E05056,4,2017,3,R&D
E05057,2,2018,5,HR
E05058,2,2024,1,HR
E05059,3,2023,1,Sales
E05060,1,2025,4,R&D
E05061,5,2025,2,Sales
E05062,4,2022,6,R&D
E05063,3,2022,2,R&D
E05064,4,2021,4,R&D
E05065,1,2025,6,Operations
E05066,3,2018,5,R&D
E05067,5,2019,5,R&D
E05068,2,2024,5,Finance
E05069,2,2017,1,R&D
E05070,1,2023,6,Operations
E05071,5,2017,3,Finance
E05072,1,2017,5,Sales
E05073,1,2020,6,HR
E05074,3,2021,6,IT
E05075,2,2023,4,Sales
E05076,1,2018,2,Sales
E05077,1,2024,2,Sales
E05078,5,2017,4,HR
E05079,1,2018,4,Sales
E05080,2,2017,6,HR
E05081,4,2017,2,Finance
E05082,5,2018,2,R&D
E05083,4,2022,2,HR
E05084,1,2017,1,Finance
E05085,2,2020,6,Marketing
E05086,5,2021,2,IT
E05087,2,2023,3,Sales
E05088,3,2022,4,Marketing
E05089,2,2022,5,R&D
E05090,4,2019,1,Finance
E05091,4,2020,5,IT
E05092,5,2023,6,R&D
E05093,4,2021,5,IT
E05094,4,2022,3,Sales
E05095,5,2022,2,Operations
E05096,5,2017,5,Finance
E05097,3,2017,3,Sales
E05098,3,2017,5,HR
E05099,3,2023,6,Operations
E05100,5,2017,1,Finance
E05101,4,2017,1,Finance
E05102,1,2019,3,Sales
E05103,4,2019,3,Marketing
E05104,4,2022,6,R&D
E05105,2,2017,6,R&D
E05106,2,2023,5,HR
E05107,2,2024,4,HR
E05108,5,2022,3,Operations
E05109,1,2023,1,Operations
E05110,3,2019,2,HR
E05111,1,2017,3,Finance
E05112,3,2023,3,Finance
E05113,1,2024,2,IT
E05114,2,2018,2,IT
E05115,5,2017,4,R&D
E05116,1,2023,4,HR
E05117,5,2018,3,Operations
E05118,1,2017,2,Operations
E05119,2,2017,4,Sales
E05120,4,2025,6,Marketing
E05121,1,2018,1,Finance
E05122,5,2019,5,Sales
E05123,1,2021,2,IT
E05124,1,2020,2,R&D
E05125,1,2025,5,Sales
E05126,3,2020,5,Sales
E05127,2,2025,1,Marketing
E05128,4,2019,6,IT
E05129,5,2024,1,Sales
E05130,3,2017,3,HR
E05131,4,2020,2,IT
E05132,4,2022,1,HR
E05133,2,2019,5,Operations
E05134,5,2017,2,Finance
E05135,2,2017,3,Marketing
E05136,4,2023,2,Operations
E05137,1,2018,6,R&D
E05138,2,2024,3,Finance
E05139,5,2021,4,R&D
E05140,5,2019,3,IT
E05141,2,2017,6,IT
E05142,3,2018,5,HR
E05143,2,2018,4,HR
E05144,2,2024,3,Operations
E05145,5,2020,6,Operations
E05146,1,2023,6,HR
E05147,3,2018,5,IT
E05148,4,2019,6,Operations
E05149,1,2025,4,Sales
E05150,2,2018,4,Sales
E05151,5,2017,2,Finance
E05152,2,2021,2,IT
E05153,5,2019,4,R&D
E05154,2,2019,4,Operations
E05155,2,2019,1,Sales
E05156,1,2023,2,Operations
E05157,4,2025,5,Finance
E05158,1,2024,5,IT
E05159,2,2018,3,R&D
E05160,4,2020,2,Operations
E05161,1,2025,6,Operations
E05162,5,2022,6,Sales
E05163,2,2019,4,HR
E05164,4,2019,3,Finance
E05165,4,2017,4,Sales
E05166,4,2018,2,R&D
E05167,3,2025,4,Operations
E05168,4,2018,4,Finance
E05169,1,2023,2,Sales
E05170,5,2017,3,R&D
E05171,3,2020,3,Sales
E05172,3,2023,6,R&D
E05173,4,2025,2,HR
E05174,4,2018,5,Finance
E05175,5,2019,6,Sales
E05176,1,2019,3,Marketing
E05177,5,2019,1,Marketing
E05178,2,2024,1,Operations
E05179,3,2020,5,Sales
E05180,5,2017,2,IT
E05181,1,2024,3,Marketing
E05182,2,2018,6,Sales
E05183,3,2021,1,Operations
E05184,3,2024,4,IT
E05185,1,2022,6,Marketing
E05186,3,2018,3,Sales
E05187,4,2018,1,Marketing
E05188,2,2021,4,IT
E05189,2,2020,5,HR
E05190,1,2023,4,Marketing
E05191,2,2025,2,HR
E05192,5,2023,3,Sales
E05193,3,2025,6,IT
E05194,2,2021,3,HR
E05195,5,2017,1,HR
E05196,3,2021,5,R&D
E05197,3,2022,1,R&D
E05198,5,2024,1,Operations
E05199,5,2020,6,IT
E05200,1,2021,6,IT
E05201,5,2022,4,Marketing
E05202,5,2023,2,R&D
E05203,4,2018,5,Marketing
E05204,2,2025,3,Sales
E05205,5,2024,6,Finance
E05206,5,2025,2,HR
E05207,4,2025,4,Operations
E05208,3,2017,3,Operations
E05209,2,2024,3,IT
E05210,4,2025,3,Finance
E05211,2,2025,3,IT
E05212,4,2017,3,IT
E05213,5,2018,5,Operations
E05214,1,2024,3,R&D
E05215,3,2023,5,IT
E05216,1,2025,3,Marketing
E05217,4,2020,6,Marketing
E05218,4,2019,5,Marketing
E05219,4,2022,5,Sales
E05220,3,2020,1,Marketing
E05221,2,2017,3,R&D
E05222,3,2025,1,IT
E05223,3,2020,6,IT
E05224,5,2023,6,IT
E05225,2,2021,5,IT
E05226,3,2019,6,IT
E05227,5,2020,1,Operations
E05228,2,2017,3,Finance
E05229,1,2023,3,HR
E05230,3,2018,6,Sales
E05231,4,2020,3,IT
E05232,4,2022,2,Marketing
E05233,2,2025,1,Marketing
E05234,1,2018,6,Marketing
E05235,3,2020,6,Operations
E05236,4,2019,2,HR
E05237,5,2018,6,Sales
E05238,4,2021,4,HR
E05239,5,2019,3,Sales
E05240,3,2018,6,Sales
E05241,2,2024,1,Marketing
E05242,3,2023,1,Finance
E05243,3,2021,3,Sales
E05244,1,2024,6,Operations
E05245,3,2020,3,Finance
E05246,3,2022,4,Operations
E05247,3,2023,2,Marketing
E05248,5,2021,6,Marketing
E05249,5,2025,6,IT
E05250,1,2022,5,Operations
E05251,2,2017,5,R&D
E05252,5,2021,4,Operations
E05253,4,2019,1,R&D
E05254,2,2024,6,R&D
E05255,3,2017,5,Sales
E05256,2,2017,6,Sales
E05257,3,2025,1,Sales
E05258,1,2024,5,Marketing
E05259,1,2018,4,IT
E05260,5,2018,2,IT
E05261,4,2021,3,Sales
E05262,4,2022,6,IT
E05263,1,2018,6,Finance
E05264,1,2024,5,R&D
E05265,1,2021,4,Sales
E05266,2,2019,2,Sales
E05267,4,2017,3,Sales
E05268,5,2019,4,R&D
E05269,5,2017,1,IT
E05270,1,2024,5,HR
E05271,4,2022,4,HR
E05272,4,2024,3,HR
E05273,1,2017,6,Operations
E05274,5,2023,5,R&D
E05275,2,2020,1,Finance
E05276,1,2017,5,IT
E05277,2,2023,3,Sales
E05278,1,2024,2,IT
E05279,4,2020,2,Finance
E05280,1,2025,1,Operations
E05281,5,2017,1,Marketing
E05282,4,2024,1,R&D
E05283,1,2025,4,IT
E05284,2,2018,4,Sales
E05285,4,2025,2,Marketing
E05286,3,2021,3,R&D
E05287,3,2019,2,Operations
E05288,4,2024,5,Marketing
E05289,4,2017,3,Sales
E05290,1,2018,6,Finance
E05291,4,2018,5,R&D
E05292,2,2019,5,Sales
E05293,5,2023,4,R&D
E05294,2,2020,6,IT
E05295,1,2023,2,IT
E05296,4,2023,5,R&D
E05297,3,2018,2,Sales
E05298,3,2023,3,HR
E05299,2,2021,4,R&D
E05300,2,2018,3,HR
E05301,4,2021,2,R&D
E05302,1,2019,2,R&D
E05303,1,2025,6,IT
E05304,2,2020,2,HR
E05305,5,2024,1,HR
E05306,3,2021,1,Finance
E05307,5,2023,2,HR
E05308,4,2018,4,Sales
E05309,4,2017,2,R&D
E05310,5,2017,3,R&D
E05311,2,2025,5,Marketing
E05312,2,2020,4,Finance
E05313,3,2025,2,HR
E05314,3,2018,1,Marketing
E05315,1,2018,3,R&D
E05316,1,2019,6,IT
E05317,5,2017,2,Sales
E05318,1,2022,1,Marketing
E05319,1,2024,2,Operations
E05320,5,2019,3,Marketing
E05321,4,2022,4,R&D
E05322,3,2022,2,HR
E05323,2,2020,5,R&D
E05324,5,2017,2,HR
E05325,5,2017,6,Operations
E05326,2,2025,1,Finance
E05327,2,2017,6,R&D
E05328,4,2019,1,Marketing
E05329,4,2019,5,Sales
E05330,1,2024,3,HR
E05331,5,2021,6,Finance
E05332,2,2021,2,Operations
E05333,5,2024,2,R&D
E05334,2,2020,5,HR
E05335,2,2025,5,Sales
E05336,5,2017,2,Marketing
E05337,2,2023,3,Operations
E05338,5,2021,5,R&D
E05339,5,2025,3,Marketing
E05340,5,2018,3,HR
E05341,4,2021,3,Finance
E05342,5,2025,1,IT
E05343,1,2025,1,R&D
E05344,3,2020,1,Marketing
E05345,3,2023,2,HR
E05346,1,2017,5,R&D
E05347,4,2019,5,R&D
E05348,1,2019,5,Finance
E05349,2,2021,1,Operations
E05350,3,2025,3,IT
E05351,5,2020,4,HR
E05352,1,2017,5,Finance
E05353,3,2018,4,R&D
E05354,1,2022,2,Sales
E05355,2,2025,2,HR
E05356,5,2022,3,HR
E05357,5,2024,6,HR
E05358,1,2019,3,R&D
E05359,2,2021,6,HR
E05360,5,2021,2,Operations
E05361,2,2024,1,IT
E05362,5,2023,6,Operations
E05363,3,2021,4,Operations
E05364,2,2021,1,Operations
E05365,4,2024,4,R&D
E05366,1,2025,4,Sales
E05367,5,2021,1,Finance
E05368,5,2025,6,Operations
E05369,1,2025,4,R&D
E05370,5,2021,6,Marketing
E05371,4,2017,4,Sales
E05372,3,2017,1,Finance
E05373,4,2023,3,Sales
E05374,2,2017,1,HR
E05375,2,2022,2,Finance
E05376,2,2020,6,IT
E05377,4,2018,1,R&D
E05378,3,2018,6,Finance
E05379,1,2019,4,Finance
E05380,1,2017,6,Marketing
E05381,3,2020,4,Sales
E05382,4,2020,1,R&D
E05383,5,2025,3,HR
E05384,1,2021,3,Sales
E05385,4,2025,1,Sales
E05386,4,2017,6,HR
E05387,3,2017,3,Finance
E05388,1,2020,2,HR
E05389,2,2021,6,HR
E05390,2,2020,3,Marketing
E05391,1,2025,2,HR
E05392,4,2025,5,HR
E05393,2,2020,6,Sales
E05394,1,2021,6,Marketing
E05395,3,2017,3,HR
E05396,5,2017,4,R&D
E05397,2,2017,5,Operations
E05398,1,2023,4,IT
E05399,3,2018,1,Sales
E05400,2,2019,1,R&D
E05401,3,2021,6,Operations
E05402,1,2019,5,HR
E05403,4,2025,6,Finance
E05404,3,2017,6,Operations
E05405,4,2018,6,Operations
E05406,4,2023,3,Finance
E05407,3,2020,5,Sales
E05408,1,2017,5,HR
E05409,1,2022,1,Finance
E05410,2,2023,2,Sales
E05411,4,2024,3,Finance
E05412,1,2021,6,Operations
E05413,2,2020,2,Operations
E05414,3,2017,2,Sales
E05415,1,2018,1,Marketing
E05416,3,2023,3,IT
E05417,2,2022,6,IT
E05418,4,2021,6,Marketing
E05419,5,2022,3,Finance
E05420,5,2021,1,Sales
E05421,2,2022,5,Marketing
E05422,1,2025,6,Finance
E05423,3,2024,5,Sales
E05424,3,2017,1,R&D
E05425,4,2017,5,Sales
E05426,3,2018,6,Sales
E05427,2,2023,3,R&D
E05428,3,2017,5,Marketing
E05429,2,2021,4,Marketing
E05430,2,2019,1,R&D
E05431,2,2024,2,IT
E05432,1,2018,6,Finance
E05433,5,2022,5,Sales
E05434,5,2024,2,IT
E05435,4,2021,1,Operations
E05436,1,2024,6,Operations
E05437,5,2017,6,R&D
E05438,3,2017,3,Operations
E05439,1,2024,1,HR
E05440,5,2020,1,Finance
E05441,1,2021,1,Marketing
E05442,5,2022,3,IT
E05443,3,2018,4,Marketing
E05444,3,2019,1,Finance
E05445,5,2023,2,IT
E05446,3,2020,1,HR
E05447,1,2021,1,Finance
E05448,4,2018,2,HR
E05449,3,2022,2,IT
E05450,4,2019,5,IT
E05451,5,2020,4,Sales
E05452,2,2024,6,IT
E05453,3,2018,6,Finance
E05454,2,2021,3,Operations
E05455,5,2023,4,Finance
E05456,1,2022,3,Sales
E05457,1,2023,6,Operations
E05458,4,2025,5,Marketing
E05459,5,2020,5,Marketing
E05460,4,2019,2,R&D
E05461,1,2018,2,Finance
E05462,1,2025,3,Operations
E05463,1,2020,1,Marketing
E05464,2,2023,6,Operations
E05465,3,2017,2,Marketing
E05466,1,2025,6,R&D
E05467,1,2023,1,IT
E05468,3,2022,6,IT
E05469,1,2019,1,HR
E05470,4,2023,4,Marketing
E05471,3,2025,6,IT
E05472,4,2021,3,Marketing
E05473,1,2017,4,IT
E05474,4,2022,3,Sales
E05475,4,2017,1,Operations
E05476,4,2022,4,IT
E05477,2,2021,2,HR
E05478,2,2017,2,Finance
E05479,1,2017,6,IT
E05480,1,2023,2,Finance
E05481,5,2025,1,R&D
E05482,4,2021,1,Marketing
E05483,4,2018,3,Operations
E05484,4,2019,6,Finance
E05485,1,2019,3,IT
E05486,1,2025,4,HR
E05487,5,2020,5,Marketing
E05488,1,2025,3,Operations
E05489,3,2021,3,Finance
E05490,1,2017,2,R&D
E05491,4,2020,2,Marketing
E05492,1,2017,6,R&D
E05493,3,2019,6,Operations
E05494,4,2024,6,Marketing
E05495,4,2022,5,IT
E05496,3,2025,6,Marketing
E05497,3,2021,3,Finance
E05498,4,2023,5,R&D
E05499,1,2019,3,Operations
E05500,2,2018,3,Marketing
E05501,1,2017,4,Finance
E05502,1,2022,4,Operations
E05503,3,2022,6,R&D
E05504,3,2021,2,Operations
E05505,2,2022,4,Finance
E05506,1,2017,2,Sales
E05507,3,2024,4,Marketing
E05508,3,2019,2,IT
E05509,2,2022,3,HR
E05510,2,2021,6,R&D
E05511,4,2022,3,HR
E05512,4,2017,4,Finance
E05513,1,2017,1,R&D
E05514,3,2023,6,HR
E05515,4,2022,6,Operations
E05516,1,2020,3,Finance
E05517,4,2022,2,R&D
E05518,2,2024,2,Finance
E05519,5,2025,3,HR
E05520,2,2017,3,Operations
E05521,4,2022,3,Marketing
E05522,4,2023,5,R&D
E05523,3,2019,1,Sales
E05524,3,2020,3,IT
E05525,3,2021,5,Sales
E05526,3,2023,5,IT
E05527,5,2024,6,Marketing
E05528,1,2018,6,Sales
E05529,4,2019,2,Operations
E05530,2,2018,4,Marketing
E05531,1,2023,2,R&D
E05532,4,2023,6,Sales
E05533,2,2019,2,IT
E05534,1,2023,5,Marketing
E05535,2,2022,5,R&D
E05536,5,2025,2,HR
E05537,3,2022,2,Sales
E05538,5,2019,1,HR
E05539,5,2017,5,Operations
E05540,1,2020,4,Marketing
E05541,2,2022,3,Sales
E05542,2,2018,3,Sales
E05543,5,2018,3,Finance
E05544,4,2024,5,Operations
E05545,2,2022,4,IT
E05546,3,2023,1,Finance
E05547,2,2023,5,Sales
E05548,3,2025,6,Finance
E05549,2,2019,2,R&D
E05550,5,2021,1,Sales
E05551,2,2021,2,Operations
E05552,4,2025,6,Finance
E05553,1,2018,6,Operations
E05554,5,2017,2,Finance
E05555,3,2024,6,IT
E05556,3,2017,1,Marketing
E05557,3,2020,3,R&D
E05558,1,2022,4,IT
E05559,5,2023,6,HR
E05560,3,2019,2,Sales
E05561,4,2025,5,Operations
E05562,2,2021,3,Sales
E05563,2,2017,6,Sales
E05564,1,2022,1,Marketing
E05565,5,2025,3,Sales
E05566,4,2017,5,R&D
E05567,1,2023,6,HR
E05568,4,2021,6,Finance
E05569,1,2020,2,R&D
E05570,1,2022,1,Sales
E05571,1,2021,3,Operations
E05572,5,2025,5,HR
E05573,2,2025,5,HR
E05574,1,2022,2,Marketing
E05575,1,2024,6,Marketing
E05576,5,2022,1,Marketing
E05577,4,2017,1,IT
E05578,2,2021,3,HR
E05579,2,2022,6,IT
E05580,4,2018,4,R&D
E05581,1,2017,6,IT
E05582,4,2023,3,Finance
E05583,5,2023,3,IT
E05584,4,2021,1,R&D
E05585,2,2017,6,R&D
E05586,4,2024,4,Marketing
E05587,1,2021,6,Finance
E05588,5,2017,2,HR
E05589,1,2021,6,Operations
E05590,3,2024,4,R&D
E05591,1,2022,6,IT
E05592,1,2022,4,HR
E05593,3,2019,3,IT
E05594,5,2021,3,Finance
E05595,2,2017,4,Sales
E05596,1,2020,4,IT
E05597,1,2020,6,IT
E05598,2,2021,4,HR
E05599,3,2019,1,IT
E05600,1,2022,6,Finance
E05601,1,2019,6,Operations
E05602,4,2025,5,R&D
E05603,3,2018,4,Finance
E05604,4,2024,4,HR
E05605,5,2017,4,Marketing
E05606,3,2019,5,IT
E05607,2,2019,2,IT
E05608,1,2021,2,R&D
E05609,5,2024,1,IT
E05610,1,2025,5,HR
E05611,4,2019,1,IT
E05612,5,2023,4,IT
E05613,3,2022,2,Marketing
E05614,4,2018,6,R&D
E05615,1,2022,4,R&D
E05616,3,2017,4,IT
E05617,3,2021,3,R&D
E05618,1,2021,2,Operations
E05619,4,2018,6,Sales
E05620,4,2021,6,R&D
E05621,4,2020,6,Marketing
E05622,3,2021,1,R&D
E05623,5,2024,3,Sales
E05624,1,2021,6,Marketing
E05625,2,2024,1,Finance
