Employee_ID,Experience_Years,Department,Job_Level
E02354,8,Sales,4
E02355,7,Finance,2
E02356,1,Sales,5
E02357,1,HR,1
E02358,5,Marketing,1
E02359,2,IT,6
E02360,10,HR,2
E02361,7,Sales,1
E02362,5,HR,6
E02363,9,Sales,1
E02364,5,Marketing,4
E02365,9,Sales,2
E02366,10,Finance,5
E02367,0,HR,3
E02368,5,Marketing,2
E02369,0,Finance,6
E02370,1,IT,2
E02371,9,Finance,2
E02372,9,R&D,1
E02373,4,Operations,6
E02374,10,Finance,5
E02375,9,Finance,2
E02376,1,Operations,5
E02377,3,Operations,1
E02378,1,Finance,5
E02379,2,Sales,2
E02380,0,Marketing,2
E02381,7,Sales,3
E02382,3,Operations,2
E02383,3,Finance,4
E02384,5,IT,1
E02385,10,Finance,3
E02386,3,Operations,6
E02387,1,IT,6
E02388,2,Finance,3
E02389,2,R&D,2
E02390,4,R&D,3
E02391,0,Finance,1
E02392,10,Operations,5
E02393,4,Marketing,2
E02394,4,IT,3
E02395,1,HR,4
E02396,5,IT,2
E02397,7,Finance,4
E02398,4,IT,2
E02399,9,Marketing,2
E02400,9,IT,2
E02401,7,Finance,1
E02402,10,Finance,6
E02403,1,R&D,6
E02404,4,Operations,2
E02405,0,Finance,4
E02406,1,Finance,3
E02407,5,IT,5
E02408,1,Operations,6
E02409,8,Marketing,5
E02410,2,HR,3
E02411,6,IT,1
E02412,1,HR,1
E02413,5,R&D,2
E02414,2,Marketing,4
E02415,9,Finance,1
E02416,7,HR,1
E02417,3,Sales,6
E02418,9,Sales,5
E02419,1,Sales,1
E02420,0,Marketing,4
E02421,6,IT,6
E02422,10,HR,2
E02423,9,IT,2
E02424,6,R&D,5
E02425,9,Finance,3
E02426,4,Marketing,4
E02427,3,R&D,4
E02428,2,R&D,1
E02429,6,Finance,4
E02430,3,Operations,5
E02431,4,Sales,6
E02432,1,IT,1
E02433,0,Marketing,6
E02434,10,Sales,1
E02435,9,Marketing,1
E02436,8,R&D,2
E02437,2,Finance,6
E02438,6,Sales,2
E02439,4,Marketing,2
E02440,0,Finance,3
E02441,9,Finance,5
E02442,3,HR,1
E02443,5,Operations,4
E02444,2,IT,4
E02445,1,Sales,6
E02446,1,Sales,3
E02447,6,HR,3
E02448,6,Finance,3
E02449,4,Operations,2
E02450,7,IT,6
E02451,7,Finance,6
E02452,2,Sales,6
E02453,5,Marketing,3
E02454,7,Finance,3
E02455,10,Sales,1
E02456,4,Marketing,1
E02457,1,Operations,5
E02458,3,IT,2
E02459,4,IT,4
E02460,0,Operations,1
E02461,7,IT,1
E02462,3,Finance,1
E02463,3,R&D,4
E02464,2,Marketing,4
E02465,0,Finance,5
E02466,7,Operations,4
E02467,5,IT,6
E02468,7,Finance,3
E02469,1,Finance,1
E02470,4,Marketing,4
E02471,5,R&D,2
E02472,8,R&D,4
E02473,6,Finance,1
E02474,7,R&D,1
E02475,6,IT,1
E02476,9,Sales,1
E02477,4,HR,6
E02478,6,Sales,3
E02479,4,Sales,3
E02480,3,Sales,1
E02481,8,Marketing,3
E02482,0,HR,4
E02483,6,Marketing,2
E02484,9,Marketing,1
E02485,5,Sales,4
E02486,7,Sales,4
E02487,2,Marketing,1
E02488,6,Finance,2
E02489,6,Marketing,5
E02490,0,Finance,4
E02491,4,R&D,4
E02492,1,Marketing,5
E02493,5,R&D,2
E02494,1,Sales,6
E02495,3,R&D,3
E02496,4,R&D,6
E02497,6,Marketing,3
E02498,4,Sales,4
E02499,0,IT,2
E02500,9,R&D,4
E02501,5,Sales,2
E02502,1,HR,1
E02503,6,Sales,1
E02504,3,Operations,1
E02505,0,Finance,1
E02506,6,Marketing,4
E02507,4,Finance,3
E02508,5,Operations,6
E02509,1,IT,5
E02510,7,Finance,1
E02511,3,IT,4
E02512,7,Operations,3
E02513,4,R&D,5
E02514,10,Sales,1
E02515,6,Finance,1
E02516,7,Operations,1
E02517,9,IT,2
E02518,5,R&D,3
E02519,6,Operations,5
E02520,8,Finance,2
E02521,0,HR,6
E02522,1,Operations,4
E02523,7,Finance,4
E02524,1,IT,4
E02525,1,Marketing,5
E02526,8,HR,6
E02527,6,R&D,5
E02528,10,Marketing,2
E02529,7,Sales,3
E02530,7,IT,1
E02531,2,IT,2
E02532,6,Marketing,2
E02533,2,Finance,3
E02534,10,Sales,4
E02535,2,Sales,5
E02536,0,HR,6
E02537,2,HR,5
E02538,4,Marketing,4
E02539,8,Marketing,6
E02540,2,Sales,4
E02541,8,HR,6
E02542,8,Marketing,5
E02543,1,HR,3
E02544,8,Sales,4
E02545,8,Operations,4
E02546,7,R&D,1
E02547,9,HR,4
E02548,8,IT,1
E02549,10,Marketing,6
E02550,10,Finance,5
E02551,0,Marketing,4
E02552,6,IT,6
E02553,6,R&D,4
E02554,2,Finance,4
E02555,6,Finance,3
E02556,2,Sales,1
E02557,10,Finance,6
E02558,3,HR,3
E02559,3,Sales,5
E02560,4,Sales,3
E02561,8,IT,6
E02562,0,HR,5
E02563,5,Marketing,3
E02564,9,Sales,4
E02565,9,Sales,6
E02566,4,HR,4
E02567,4,Sales,4
E02568,0,Operations,1
E02569,10,R&D,5
E02570,0,HR,1
E02571,10,Finance,4
E02572,7,HR,5
E02573,8,Marketing,1
E02574,2,HR,1
E02575,10,Operations,3
E02576,1,R&D,2
E02577,10,R&D,3
E02578,0,R&D,1
E02579,4,R&D,4
E02580,3,Sales,5
E02581,8,Finance,1
E02582,2,IT,6
E02583,7,Operations,2
E02584,6,R&D,2
E02585,3,HR,5
E02586,1,Finance,3
E02587,10,R&D,3
E02588,4,Marketing,5
E02589,9,R&D,5
E02590,10,HR,2
E02591,0,IT,1
E02592,1,Marketing,5
E02593,0,Sales,3
E02594,8,R&D,3
E02595,1,Marketing,1
E02596,8,Sales,4
E02597,7,IT,2
E02598,0,HR,5
E02599,8,Sales,1
E02600,9,Marketing,1
E02601,6,Finance,2
E02602,8,Marketing,4
E02603,10,Finance,6
E02604,3,Sales,6
E02605,2,Sales,3
E02606,8,HR,4
E02607,1,Marketing,4
E02608,1,Finance,5
E02609,8,Finance,5
E02610,4,IT,5
E02611,7,Operations,6
E02612,5,R&D,4
E02613,10,Finance,5
E02614,1,Finance,5
E02615,4,HR,1
E02616,9,Operations,2
E02617,4,Finance,5
E02618,6,Sales,6
E02619,10,Finance,3
E02620,2,Sales,5
E02621,4,Sales,6
E02622,3,HR,6
E02623,0,Operations,4
E02624,9,Sales,4
E02625,4,Finance,6
E02626,10,Finance,4
E02627,9,R&D,5
E02628,8,Marketing,2
E02629,3,Operations,1
E02630,10,Sales,3
E02631,3,Sales,5
E02632,2,R&D,6
E02633,9,Finance,1
E02634,9,HR,6
E02635,7,Sales,4
E02636,10,Marketing,4
E02637,2,HR,3
E02638,2,Operations,2
E02639,4,Operations,5
E02640,5,Operations,2
E02641,5,Operations,2
E02642,10,Operations,3
E02643,2,IT,6
E02644,2,R&D,5
E02645,4,Finance,2
E02646,8,HR,4
E02647,8,Marketing,6
E02648,3,HR,3
E02649,6,Finance,4
E02650,4,HR,4
E02651,8,IT,2
E02652,3,Finance,4
E02653,7,Finance,4
E02654,0,R&D,6
E02655,10,IT,2
E02656,10,IT,3
E02657,1,Sales,5
E02658,4,IT,6
E02659,8,Sales,6
E02660,0,IT,5
E02661,6,HR,2
E02662,8,Operations,6
E02663,4,Finance,4
E02664,0,Marketing,3
E02665,2,HR,1
E02666,0,IT,4
E02667,2,HR,1
E02668,7,HR,1
E02669,5,IT,4
E02670,0,Marketing,5
E02671,1,R&D,6
E02672,6,HR,5
E02673,10,IT,6
E02674,10,IT,3
E02675,7,Operations,4
E02676,6,Finance,5
E02677,3,Finance,2
E02678,7,Marketing,2
E02679,1,Finance,2
E02680,7,Operations,3
E02681,0,Operations,5
E02682,10,R&D,2
E02683,7,R&D,5
E02684,7,R&D,4
E02685,7,Marketing,4
E02686,10,Marketing,6
E02687,10,HR,2
E02688,10,Finance,3
E02689,3,HR,6
E02690,1,Marketing,2
E02691,2,Finance,4
E02692,3,R&D,3
E02693,1,IT,2
E02694,2,Sales,3
E02695,8,Sales,5
E02696,6,Finance,2
E02697,0,R&D,5
E02698,9,Finance,1
E02699,6,Operations,3
E02700,2,Operations,4
E02701,0,Marketing,6
E02702,9,Marketing,1
E02703,1,HR,3
E02704,1,HR,4
E02705,8,IT,5
E02706,8,Marketing,4
E02707,3,Operations,3
E02708,5,Sales,3
E02709,3,IT,4
E02710,4,R&D,3
E02711,9,Finance,3
E02712,2,Finance,2
E02713,10,Sales,3
E02714,6,Finance,5
E02715,1,HR,1
E02716,0,R&D,2
E02717,3,Marketing,4
E02718,2,Finance,4
E02719,2,Sales,4
E02720,0,R&D,5
E02721,1,R&D,1
E02722,5,HR,5
E02723,7,Sales,2
E02724,9,Marketing,3
E02725,7,HR,5
E02726,1,R&D,3
E02727,2,IT,6
E02728,2,Marketing,4
E02729,5,Sales,2
E02730,5,HR,2
E02731,8,Operations,1
E02732,8,Operations,5
E02733,6,IT,4
E02734,1,Operations,4
E02735,1,Marketing,3
E02736,9,R&D,4
E02737,5,IT,5
E02738,6,Sales,2
E02739,0,IT,2
E02740,9,Marketing,1
E02741,8,IT,5
E02742,8,Sales,1
E02743,9,Marketing,5
E02744,7,Finance,5
E02745,3,R&D,1
E02746,5,Sales,2
E02747,9,R&D,2
E02748,0,R&D,3
E02749,10,R&D,3
E02750,3,IT,1
E02751,4,Sales,1
E02752,9,Sales,5
E02753,7,Marketing,1
E02754,3,Operations,3
E02755,10,R&D,4
E02756,9,Sales,5
E02757,0,Finance,6
E02758,8,Sales,2
E02759,7,R&D,3
E02760,2,HR,6
E02761,6,HR,4
E02762,0,Operations,6
E02763,8,Marketing,3
E02764,9,Operations,1
E02765,3,Operations,5
E02766,4,Sales,2
E02767,10,Marketing,6
E02768,3,Operations,4
E02769,5,Marketing,1
E02770,0,Finance,2
E02771,4,IT,2
E02772,3,R&D,1
E02773,6,Sales,1
E02774,4,HR,4
E02775,8,Operations,2
E02776,8,R&D,3
E02777,10,Sales,3
E02778,6,IT,6
E02779,7,Finance,5
E02780,4,IT,3
E02781,5,Operations,2
E02782,8,Sales,2
E02783,3,HR,2
E02784,2,IT,5
E02785,9,Operations,3
E02786,3,Finance,1
E02787,0,IT,6
E02788,0,Sales,1
E02789,5,R&D,2
E02790,10,IT,2
E02791,6,HR,2
E02792,9,Marketing,4
E02793,4,Finance,1
E02794,10,Finance,2
E02795,8,Finance,3
E02796,6,Sales,3
E02797,7,Finance,4
E02798,2,Finance,3
E02799,4,Finance,5
E02800,4,Sales,3
E02801,8,Operations,6
E02802,4,HR,2
E02803,7,Sales,2
E02804,5,HR,3
E02805,0,Sales,4
E02806,7,Sales,5
E02807,0,HR,1
E02808,4,HR,2
E02809,4,Operations,4
E02810,2,Operations,2
E02811,9,Sales,6
E02812,8,IT,2
E02813,3,HR,5
E02814,9,R&D,5
E02815,8,Sales,4
E02816,5,Finance,6
E02817,1,Marketing,6
E02818,0,Sales,3
E02819,1,HR,4
E02820,9,Finance,2
E02821,1,IT,6
E02822,7,Finance,3
E02823,10,HR,1
E02824,1,IT,4
E02825,0,IT,5
E02826,2,Finance,2
E02827,1,Operations,6
E02828,2,Sales,2
E02829,7,Finance,2
E02830,10,IT,5
E02831,1,Finance,6
E02832,2,R&D,1
E02833,0,Finance,5
E02834,5,Finance,4
E02835,10,IT,5
E02836,8,Marketing,5
E02837,7,R&D,1
E02838,5,IT,5
E02839,0,HR,1
E02840,2,Operations,6
E02841,7,HR,5
E02842,4,R&D,6
E02843,8,Sales,3
E02844,4,Marketing,6
E02845,6,IT,1
E02846,8,Sales,5
E02847,2,IT,4
E02848,4,Operations,1
E02849,8,Finance,2
E02850,7,Marketing,2
E02851,6,HR,1
E02852,0,R&D,2
E02853,1,Finance,6
E02854,2,Operations,5
E02855,7,Operations,6
E02856,6,Sales,6
E02857,8,R&D,5
E02858,0,Operations,6
E02859,0,R&D,1
E02860,5,Marketing,5
E02861,6,Sales,5
E02862,1,Operations,1
E02863,4,Finance,5
E02864,5,Finance,4
E02865,7,Finance,4
E02866,7,Operations,2
E02867,0,R&D,5
E02868,5,Marketing,4
E02869,6,Finance,6
E02870,5,R&D,3
E02871,1,HR,4
E02872,6,Sales,1
E02873,6,Finance,3
E02874,4,Operations,2
E02875,3,R&D,5
E02876,2,HR,4
E02877,4,Finance,2
E02878,7,Finance,3
E02879,8,Sales,3
E02880,5,Finance,2
E02881,8,IT,1
E02882,0,Finance,3
E02883,10,HR,5
E02884,8,HR,3
E02885,5,Sales,1
E02886,1,IT,6
E02887,4,R&D,4
E02888,9,R&D,6
E02889,8,Marketing,1
E02890,0,Marketing,4
E02891,2,Finance,4
E02892,0,Sales,5
E02893,6,IT,2
E02894,8,Operations,5
E02895,4,Marketing,5
E02896,0,R&D,1
E02897,8,IT,2
E02898,8,R&D,4
E02899,5,Marketing,3
E02900,2,Operations,4
E02901,5,HR,5
E02902,1,Finance,1
E02903,4,Finance,6
E02904,10,Operations,6
E02905,8,HR,2
E02906,3,Finance,2
E02907,5,R&D,4
E02908,8,Finance,5
E02909,1,R&D,6
E02910,10,Marketing,4
E02911,9,Marketing,1
E02912,6,R&D,3
E02913,2,R&D,4
E02914,1,Sales,6
E02915,10,HR,3
E02916,9,Finance,1
E02917,2,Sales,6
E02918,6,R&D,6
E02919,4,HR,1
E02920,2,Finance,3
E02921,5,Finance,3
E02922,2,R&D,1
E02923,6,Marketing,4
E02924,0,Operations,6
E02925,4,IT,5
E02926,3,Operations,4
E02927,5,Marketing,4
E02928,9,Finance,3
E02929,5,Finance,3
E02930,9,Finance,4
E02931,6,IT,3
E02932,10,Sales,1
E02933,1,Marketing,4
E02934,8,R&D,6
E02935,3,IT,1
E02936,7,Finance,1
E02937,2,Marketing,1
E02938,1,Operations,2
E02939,7,R&D,3
E02940,0,IT,6
E02941,9,R&D,5
E02942,6,Marketing,4
E02943,1,Sales,1
E02944,7,R&D,6
E02945,6,Sales,5
E02946,4,HR,6
E02947,10,IT,6
E02948,1,Finance,3
E02949,7,Marketing,5
E02950,9,Marketing,5
E02951,2,Sales,4
E02952,8,IT,1
E02953,4,Sales,2
E02954,10,Finance,1
E02955,0,R&D,1
E02956,7,IT,3
E02957,7,Finance,1
E02958,9,R&D,2
E02959,7,Operations,5
E02960,5,Finance,6
E02961,1,Operations,2
E02962,7,Marketing,4
E02963,8,IT,1
E02964,3,Sales,5
E02965,10,R&D,1
E02966,7,Sales,4
E02967,6,IT,5
E02968,4,IT,6
E02969,0,Marketing,4
E02970,10,Operations,6
E02971,4,Finance,4
E02972,9,R&D,4
E02973,1,R&D,6
E02974,3,HR,5
E02975,7,Marketing,1
E02976,9,IT,6
E02977,9,Operations,2
E02978,3,Sales,5
E02979,10,Sales,3
E02980,3,R&D,2
E02981,8,R&D,6
E02982,9,Finance,6
E02983,0,Finance,1
E02984,1,Finance,2
E02985,10,Sales,6
E02986,1,R&D,2
E02987,9,R&D,3
E02988,6,Operations,4
E02989,9,HR,3
E02990,7,Sales,3
E02991,0,Operations,2
E02992,2,Finance,4
E02993,2,HR,4
E02994,7,Marketing,5
E02995,2,Marketing,6
E02996,6,IT,2
E02997,7,Finance,2
E02998,6,Marketing,5
E02999,5,IT,4
E03000,6,R&D,6
E03001,9,HR,3
E03002,9,Sales,3
E03003,6,R&D,5
E03004,2,Marketing,3
E03005,3,R&D,5
E03006,1,HR,4
E03007,5,IT,6
E03008,3,IT,4
E03009,9,HR,1
E03010,4,R&D,6
E03011,2,Operations,5
E03012,1,Operations,1
E03013,10,IT,6
E03014,3,Finance,2
E03015,2,Operations,1
E03016,4,Finance,5
E03017,7,Sales,2
E03018,1,Marketing,2
E03019,7,HR,1
E03020,0,Sales,1
E03021,4,R&D,3
E03022,8,Sales,4
E03023,7,IT,5
E03024,9,Operations,4
E03025,5,Sales,1
E03026,5,HR,5
E03027,8,IT,2
E03028,7,Marketing,5
E03029,3,Operations,5
E03030,6,IT,6
E03031,7,IT,6
E03032,3,IT,5
E03033,6,Marketing,1
E03034,10,HR,2
E03035,7,IT,6
E03036,0,R&D,6
E03037,1,IT,6
E03038,8,IT,1
E03039,5,Marketing,3
E03040,10,IT,2
E03041,5,Operations,6
E03042,5,Finance,4
E03043,3,Marketing,2
E03044,1,Sales,4
E03045,10,Sales,5
E03046,6,Finance,5
E03047,0,R&D,6
E03048,7,Marketing,4
E03049,0,Sales,4
E03050,4,Operations,1
E03051,5,Marketing,3
E03052,2,Marketing,2
E03053,0,Operations,4
E03054,9,R&D,6
E03055,9,HR,2
E03056,8,IT,4
E03057,9,Finance,1
E03058,1,HR,4
E03059,1,HR,5
E03060,2,Marketing,1
E03061,0,R&D,5
E03062,4,R&D,6
E03063,5,Finance,4
E03064,7,Operations,5
E03065,1,Operations,2
E03066,7,Finance,1
E03067,9,Marketing,2
E03068,5,IT,5
E03069,3,Operations,1
E03070,7,Operations,3
E03071,3,Operations,1
E03072,6,Sales,1
E03073,4,R&D,3
E03074,4,Sales,1
E03075,7,Sales,3
E03076,1,Operations,5
E03077,2,R&D,6
E03078,0,Marketing,2
E03079,1,IT,2
E03080,0,R&D,1
E03081,6,R&D,6
E03082,6,R&D,4
E03083,8,Sales,3
E03084,7,R&D,2
E03085,9,Marketing,3
E03086,6,Marketing,1
E03087,0,Marketing,3
E03088,10,Marketing,1
E03089,1,HR,6
E03090,1,Marketing,4
E03091,4,HR,2
E03092,6,R&D,5
E03093,6,R&D,5
E03094,7,Operations,2
E03095,2,Operations,6
E03096,4,Finance,5
E03097,5,IT,3
E03098,1,R&D,5
E03099,6,Marketing,5
E03100,9,HR,3
E03101,6,Sales,5
E03102,0,R&D,6
E03103,3,Operations,5
E03104,9,IT,3
E03105,4,Marketing,3
E03106,0,R&D,4
E03107,7,R&D,2
E03108,10,HR,3
E03109,8,Marketing,3
E03110,1,IT,6
E03111,2,HR,6
E03112,9,Sales,3
E03113,2,Finance,6
E03114,10,HR,1
E03115,1,Marketing,3
E03116,3,Finance,6
E03117,10,Marketing,4
E03118,6,R&D,2
E03119,7,IT,1
E03120,6,Finance,1
E03121,4,Finance,4
E03122,3,Operations,5
E03123,2,HR,2
E03124,7,R&D,3
E03125,10,HR,3
E03126,5,IT,5
E03127,10,Sales,1
E03128,8,HR,3
E03129,7,R&D,4
E03130,10,Marketing,6
E03131,0,R&D,3
E03132,1,R&D,5
E03133,2,Operations,6
E03134,4,R&D,4
E03135,1,R&D,3
E03136,8,Operations,6
E03137,8,R&D,1
E03138,6,R&D,4
E03139,8,Finance,5
E03140,4,IT,1
E03141,1,Sales,2
E03142,6,Finance,4
E03143,0,HR,1
E03144,4,IT,6
E03145,9,Finance,2
E03146,4,Operations,2
E03147,0,Operations,5
E03148,1,HR,5
E03149,4,HR,5
E03150,7,Finance,1
E03151,7,Sales,6
E03152,8,HR,6
E03153,10,Operations,6
E03154,6,HR,4
E03155,5,IT,6
E03156,10,IT,3
E03157,1,Operations,4
E03158,7,R&D,6
E03159,1,Sales,6
E03160,6,HR,1
E03161,0,IT,6
E03162,0,Sales,6
E03163,8,Finance,5
E03164,4,R&D,4
E03165,10,HR,5
E03166,10,Sales,5
E03167,2,R&D,4
E03168,1,Operations,1
E03169,0,Sales,3
E03170,8,IT,5
E03171,6,Sales,3
E03172,0,Operations,3
E03173,10,Marketing,3
E03174,2,Operations,4
E03175,9,R&D,5
E03176,2,IT,6
E03177,1,R&D,4
E03178,2,HR,6
E03179,9,R&D,3
E03180,6,R&D,3
E03181,7,IT,4
E03182,10,R&D,4
E03183,5,Sales,5
E03184,8,R&D,6
E03185,5,Operations,2
E03186,0,Sales,4
E03187,6,Sales,2
E03188,5,HR,1
E03189,1,R&D,6
E03190,0,R&D,3
E03191,1,Marketing,1
E03192,5,HR,4
E03193,10,Operations,4
E03194,9,Operations,2
E03195,8,HR,4
E03196,6,Sales,6
E03197,0,Marketing,1
E03198,6,Sales,5
E03199,3,Sales,3
E03200,5,R&D,1
E03201,1,Operations,4
E03202,10,R&D,4
E03203,8,Operations,1
E03204,5,R&D,2
E03205,2,R&D,6
E03206,8,Finance,2
E03207,4,R&D,3
E03208,9,Operations,5
E03209,6,Operations,6
E03210,2,HR,5
E03211,3,Operations,3
E03212,6,Marketing,3
E03213,0,Sales,5
E03214,6,Finance,1
E03215,7,Finance,1
E03216,5,R&D,1
E03217,0,Operations,2
E03218,5,HR,4
E03219,6,R&D,6
E03220,8,R&D,2
E03221,5,Sales,6
E03222,4,Operations,6
E03223,3,Finance,6
E03224,6,Marketing,6
E03225,1,IT,3
E03226,10,HR,6
E03227,0,IT,3
E03228,1,Marketing,6
E03229,9,IT,6
E03230,5,Marketing,4
E03231,1,R&D,3
E03232,6,Finance,5
E03233,9,Sales,5
E03234,4,Marketing,3
E03235,3,Sales,5
E03236,0,Finance,6
E03237,10,Operations,2
E03238,9,R&D,5
E03239,9,R&D,2
E03240,0,IT,5
E03241,6,Sales,3
E03242,6,Finance,3
E03243,0,Sales,6
E03244,0,Marketing,5
E03245,7,R&D,1
E03246,9,Operations,3
E03247,7,HR,5
E03248,10,Finance,2
E03249,4,IT,5
E03250,8,Finance,4
E03251,0,R&D,6
E03252,4,HR,5
E03253,7,Sales,2
E03254,1,HR,4
E03255,0,IT,1
E03256,1,Sales,5
E03257,1,Finance,6
E03258,1,R&D,3
E03259,5,Marketing,2
E03260,4,Finance,3
E03261,2,Operations,1
E03262,7,Sales,5
E03263,10,Sales,2
E03264,4,Marketing,3
E03265,9,R&D,3
E03266,3,HR,6
E03267,9,Marketing,4
E03268,1,Marketing,4
E03269,2,HR,4
E03270,9,Marketing,5
E03271,10,Sales,4
E03272,0,Sales,5
E03273,6,IT,2
E03274,10,HR,3
E03275,9,HR,4
E03276,10,Sales,2
E03277,9,HR,4
E03278,4,Marketing,3
E03279,7,Finance,4
E03280,6,Operations,5
E03281,1,Marketing,4
E03282,3,Operations,4
E03283,1,Marketing,6
E03284,3,Marketing,5
E03285,8,Finance,5
E03286,10,Finance,2
E03287,4,Marketing,4
E03288,7,Operations,6
E03289,2,Operations,1
E03290,2,Sales,3
E03291,10,IT,5
E03292,7,Operations,1
E03293,2,HR,1
E03294,0,Marketing,4
E03295,9,Finance,4
E03296,2,Finance,5
E03297,6,Operations,2
E03298,0,Operations,1
E03299,2,IT,2
E03300,8,HR,6
E03301,0,IT,6
E03302,6,HR,1
E03303,8,Sales,4
E03304,3,Finance,6
E03305,5,Marketing,4
E03306,8,Operations,5
E03307,10,R&D,1
E03308,3,Finance,2
E03309,1,IT,1
E03310,1,Operations,3
E03311,3,Finance,2
E03312,9,HR,2
E03313,0,Marketing,2
E03314,9,HR,4
E03315,4,Sales,2
E03316,6,Finance,1
E03317,8,Marketing,4
E03318,6,HR,6
E03319,3,Operations,4
E03320,6,Operations,1
E03321,0,Marketing,4
E03322,3,IT,6
E03323,8,R&D,6
E03324,10,Marketing,5
E03325,7,R&D,2
E03326,5,HR,3
E03327,7,HR,5
E03328,1,Sales,2
E03329,9,Marketing,4
E03330,3,Marketing,2
E03331,1,IT,2
E03332,9,HR,4
E03333,5,Operations,2
E03334,1,Finance,4
E03335,7,Finance,2
E03336,8,Sales,6
E03337,3,Operations,2
E03338,0,Finance,3
E03339,8,Marketing,1
E03340,3,Operations,3
E03341,8,Marketing,2
E03342,10,HR,5
E03343,5,Finance,6
E03344,8,Finance,3
E03345,5,IT,1
E03346,9,HR,1
E03347,8,IT,4
E03348,4,IT,4
E03349,4,IT,1
E03350,0,IT,5
E03351,0,Marketing,3
E03352,10,Sales,1
E03353,2,Finance,5
E03354,4,Sales,6
E03355,5,Operations,6
E03356,5,IT,5
E03357,10,Marketing,5
E03358,0,R&D,5
E03359,4,Finance,2
E03360,7,R&D,1
E03361,2,HR,3
E03362,2,Operations,4
E03363,9,Sales,3
E03364,7,Operations,3
E03365,1,R&D,4
E03366,5,Operations,3
E03367,0,Marketing,2
E03368,9,Operations,2
E03369,0,Sales,2
E03370,1,R&D,3
E03371,3,Operations,2
E03372,9,Marketing,3
E03373,10,Operations,6
E03374,3,HR,2
E03375,6,Operations,4
E03376,9,Marketing,2
E03377,10,Finance,3
E03378,3,IT,4
E03379,10,R&D,5
E03380,4,IT,1
E03381,2,Operations,4
E03382,9,Operations,2
E03383,6,Sales,3
E03384,9,Operations,4
E03385,2,IT,1
E03386,4,Operations,2
E03387,9,Operations,6
E03388,6,R&D,5
E03389,10,Sales,3
E03390,6,IT,5
E03391,6,IT,5
E03392,10,IT,6
E03393,2,R&D,5
E03394,8,HR,4
E03395,7,R&D,1
E03396,3,R&D,5
E03397,8,R&D,3
E03398,8,Sales,1
E03399,5,R&D,5
E03400,2,Sales,1
E03401,10,Finance,2
E03402,3,Marketing,5
E03403,2,Operations,5
E03404,9,Marketing,4
E03405,10,HR,2
E03406,10,IT,6
E03407,5,HR,3
E03408,6,Finance,2
E03409,0,Finance,1
E03410,1,Sales,3
E03411,7,Operations,6
E03412,8,Finance,5
E03413,1,Marketing,3
E03414,1,R&D,2
E03415,2,Marketing,3
E03416,4,Operations,1
E03417,4,Sales,4
E03418,7,Marketing,2
E03419,8,Operations,4
E03420,10,Operations,4
E03421,3,IT,1
E03422,10,IT,2
E03423,0,Sales,5
E03424,9,Marketing,2
E03425,4,Marketing,3
E03426,9,Finance,4
E03427,10,Marketing,6
E03428,0,Marketing,2
E03429,7,HR,2
E03430,0,Finance,5
E03431,6,Operations,4
E03432,6,HR,5
E03433,4,R&D,6
E03434,10,Finance,4
E03435,5,Marketing,1
E03436,3,Finance,4
E03437,6,IT,2
E03438,4,Marketing,6
E03439,10,Operations,1
E03440,1,R&D,5
E03441,3,Operations,2
E03442,10,R&D,4
E03443,9,Marketing,4
E03444,5,Sales,5
E03445,0,Finance,2
E03446,0,Sales,1
E03447,5,R&D,2
E03448,10,Finance,4
E03449,4,Marketing,6
E03450,8,R&D,3
E03451,5,R&D,1
E03452,8,HR,5
E03453,7,IT,2
E03454,0,R&D,6
E03455,8,Operations,4
E03456,7,Sales,6
E03457,7,R&D,3
E03458,4,IT,1
E03459,2,Operations,3
E03460,2,Operations,6
E03461,1,HR,1
E03462,5,HR,2
E03463,3,Operations,5
E03464,3,R&D,6
E03465,9,HR,1
E03466,3,R&D,2
E03467,6,IT,1
E03468,10,HR,5
E03469,8,Marketing,3
E03470,1,Sales,6
E03471,3,Marketing,3
E03472,10,Operations,5
E03473,0,Marketing,3
E03474,9,Operations,4
E03475,1,Finance,6
E03476,8,HR,4
E03477,6,R&D,1
E03478,1,Sales,5
E03479,10,R&D,6
E03480,0,Marketing,5
E03481,4,R&D,5
E03482,10,Operations,4
E03483,1,Finance,5
E03484,6,Marketing,6
E03485,8,Sales,6
E03486,9,Sales,3
E03487,1,Operations,5
E03488,5,R&D,5
E03489,0,R&D,3
E03490,0,Operations,2
E03491,9,Sales,4
E03492,2,R&D,4
E03493,4,HR,2
E03494,7,HR,1
E03495,9,Finance,6
E03496,8,R&D,2
E03497,5,HR,5
E03498,3,IT,4
E03499,3,Sales,5
E03500,9,Operations,6
E03501,9,HR,4
E03502,5,Finance,6
E03503,6,HR,6
E03504,5,IT,4
E03505,7,Operations,6
E03506,10,Operations,3
E03507,8,Operations,2
E03508,4,Marketing,5
E03509,10,R&D,2
E03510,4,Operations,2
E03511,8,R&D,1
E03512,3,Sales,2
E03513,3,Finance,2
E03514,3,HR,5
E03515,8,Finance,4
E03516,4,IT,3
E03517,1,HR,4
E03518,5,Finance,6
E03519,2,HR,4
E03520,3,Marketing,4
E03521,3,Operations,5
E03522,8,Marketing,1
E03523,9,R&D,4
E03524,10,IT,5
E03525,4,Sales,1
E03526,9,Marketing,5
E03527,9,HR,3
E03528,2,IT,5
